name,studio,theme,tags,source,rating,year,demographic,status,eps,eps_avg_duration_in_min,rated_by
Okusama ga Seitokaichou!,Seven,School,"Comedy, Romance, Ecchi",Manga,6.59,2015,Shounen,Finished,12.0,8.0,272000
Kanata no Astra,Lerche,"Space, Survival","Adventure, Mystery, Sci-Fi",Manga,8.1,2019,Shounen,Finished,12.0,28.0,268000
Summertime Render,OLM,Shounen,"Mystery, Supernatural, Suspense",Manga,8.49,2022,Shounen,Airing,25.0,23.0,267000
Yuragi-sou no Yuuna-san,Xebec,Harem,"Comedy, Romance, Supernatural, Ecchi",Manga,7.02,2018,Shounen,Finished,12.0,23.0,265000
Happy Sugar Life,Ezόla,Psychological,"Drama, Girls, Love, Horror",Manga,6.81,2018,Shounen,Finished,12.0,24.0,264000
Bokutachi wa Benkyou ga Dekinai!,Arvo Animation,"Harem, School","Comedy, Romance",Manga,7.35,2019,Shounen,Finished,13.0,23.0,264000
Slam Dunk,Toei Animation,"School, Team Sports",Sports,Manga,8.54,1993,Shounen,Finished,101.0,23.0,263000
Handa-kun,Diomedéa,"School, Visual Arts",Comedy,Manga,7.36,2016,Shounen,Finished,12.0,24.0,262000
InuYasha: Kanketsu-hen,Sunrise,"Historical, Mythology, Time Travel","Action, Adventure, Comedy, Fantasy, Romance, Supernatural",Manga,8.2,2009,Shounen,Finished,26.0,24.0,259000
Black Cat (TV),Gonzo,Super Power,"Adventure, Comedy, Sci-Fi",Manga,7.34,2005,Shounen,Finished,23.0,24.0,257000
Nurarihyon no Mago,Studio Deen,Mythology,"Action, Supernatural",Manga,7.62,2010,Shounen,Finished,24.0,24.0,254000
Love Hina,Xebec,Harem,"Comedy, Romance, Slice, of, Life, Ecchi",Manga,7.11,2000,Shounen,Finished,24.0,23.0,251000
Kono Oto Tomare!,Platinum Vision,"Music, Performing Arts, School","Drama, Romance",Manga,7.91,2019,Shounen,Finished,13.0,23.0,251000
Hajime no Ippo: New Challenger,Madhouse,Combat Sports,Sports,Manga,8.66,2009,Shounen,Finished,26.0,23.0,248000
Aharen-san wa Hakarenai,Felix Film,"Iyashikei, School",Comedy,Manga,7.38,2022,Shounen,Finished,12.0,23.0,248000
Flying Witch,J.C.Staff,Iyashikei,"Comedy, Slice, of, Life, Supernatural",Manga,7.51,2016,Shounen,Finished,12.0,23.0,247000
Jitsu wa Watashi wa,TMS Entertainment,"School, Vampire","Comedy, Fantasy, Romance, Supernatural",Manga,6.86,2015,Shounen,Finished,13.0,23.0,246000
Midara na Ao-chan wa Benkyou ga Dekinai,SILVER LINK.,Shounen,"Comedy, Romance, Ecchi",Manga,6.74,2019,Shounen,Finished,12.0,12.0,241000
100-man no Inochi no Ue ni Ore wa Tatteiru,Maho Film,"Isekai, Video Game","Action, Drama, Fantasy",Manga,6.5,2020,Shounen,Finished,12.0,23.0,240000
Hataraku Saibou!!,David Production,"Anthropomorphic, Educational, Medical",Comedy,Manga,7.34,2021,Shounen,Finished,8.0,23.0,240000
Tomodachi Game,Okuruto Noboru,"High Stakes Game, Psychological, Strategy Game",None,Manga,7.71,2022,Shounen,Finished,12.0,22.0,240000
To LOVE-Ru Darkness 2nd,Xebec,"Harem, School","Comedy, Romance, Sci-Fi, Ecchi",Manga,7.45,2015,Shounen,Finished,12.0,23.0,239000
Mairimashita! Iruma-kun 2nd Season,Bandai Namco Pictures,"Isekai, Mythology, School","Comedy, Fantasy, Supernatural",Manga,8.08,2021,Shounen,Finished,21.0,24.0,237000
Seitokai Yakuindomo*,GoHands,"Gag Humor, School",Comedy,4-koma manga,7.7,2014,Shounen,Finished,13.0,23.0,237000
Shingeki! Kyojin Chuugakkou,Production I.G,"Parody, School",Comedy,Manga,7.19,2015,Shounen,Finished,12.0,17.0,235000
Kanokon,Xebec,"Harem, School","Comedy, Romance, Slice, of, Life, Supernatural, Ecchi",Light novel,6.4,2008,Shounen,Finished,12.0,24.0,234000
Medaka Box,Gainax,"Martial Arts, School, Super Power","Action, Comedy, Ecchi",Manga,7.03,2012,Shounen,Finished,12.0,24.0,234000
Ranma ½,Studio Deen,"Magical Sex Shift, Martial Arts","Comedy, Fantasy, Slice, of, Life",Manga,7.76,1989,Shounen,Finished,161.0,24.0,233000
Shaman King (2021),Bridge,Super Power,"Adventure, Comedy, Supernatural",Manga,6.89,2021,Shounen,Finished,52.0,23.0,229000
Diamond no Ace,Madhouse,"School, Team Sports",Sports,Manga,8.11,2013,Shounen,Finished,75.0,24.0,224000
Hajime no Ippo: Rising,Madhouse,Combat Sports,Sports,Manga,8.59,2013,Shounen,Finished,25.0,22.0,222000
Yu☆Gi☆Oh!,Toei Animation,Strategy Game,"Action, Comedy, Fantasy",Manga,7.21,1998,Shounen,Finished,27.0,24.0,222000
Binbougami ga!,Sunrise,Parody,"Comedy, Supernatural",Manga,7.69,2012,Shounen,Finished,13.0,23.0,218000
Tsubasa Chronicle,Bee Train,Shounen,"Action, Adventure, Fantasy, Romance, Supernatural",Manga,7.52,2005,Shounen,Finished,26.0,25.0,216000
Yowamushi Pedal,TMS Entertainment,Shounen,"Comedy, Drama, Sports",Manga,7.95,2013,Shounen,Finished,38.0,24.0,216000
Chrno Crusade,Gonzo,"Historical, Mythology","Action, Romance, Supernatural",Manga,7.63,2003,Shounen,Finished,24.0,23.0,215000
Hayate no Gotoku!,SynergySP,"Harem, Parody","Action, Comedy, Romance",Manga,7.53,2007,Shounen,Finished,52.0,24.0,215000
Big Order (TV),asread.,Super Power,Action,Manga,5.36,2016,Shounen,Finished,10.0,24.0,213000
SKET Dance,Tatsunoko Production,School,Comedy,Manga,8.22,2011,Shounen,Finished,77.0,24.0,212000
Ushio to Tora (TV),MAPPA,Mythology,"Action, Adventure, Comedy, Supernatural",Manga,7.58,2015,Shounen,Finished,26.0,24.0,212000
Boku no Hero Academia 6th Season,Bones,"School, Super Power",Action,Manga,7.35,2022,Shounen,Not Aired,13.0,24.0,211000
Aoharu x Kikanjuu,Brain's Base,"Crossdressing, Team Sports",Sports,Manga,7.16,2015,Shounen,Finished,12.0,24.0,210000
Jahy-sama wa Kujikenai!,SILVER LINK.,Shounen,"Comedy, Supernatural",Manga,7.08,2021,Shounen,Finished,20.0,23.0,209000
Edens Zero,J.C.Staff,Space,"Adventure, Comedy, Fantasy, Sci-Fi",Manga,7.32,2021,Shounen,Finished,25.0,23.0,202000
Shuumatsu no Harem,AXsiZ,"Harem, Time Travel","Sci-Fi, Ecchi",Manga,6.0,2021,Shounen,Finished,11.0,24.0,202000
Aku no Hana,Zexcs,"Psychological, School","Drama, Romance",Manga,7.14,2013,Shounen,Finished,13.0,24.0,201000
Vanitas no Karte Part 2,Bones,"Historical, Vampire",Supernatural,Manga,8.21,2022,Shounen,Finished,12.0,23.0,200000
Yu☆Gi☆Oh!: Duel Monsters GX,Gallop,Strategy Game,"Action, Comedy, Fantasy",Manga,7.18,2004,Shounen,Finished,180.0,23.0,199000
Spy x Family Part 2,CloverWorks,Childcare,"Action, Comedy",Manga,7.35,2022,Shounen,Not Aired,13.0,13.0,198000
Yuukoku no Moriarty Part 2,Production I.G,"Historical, Psychological","Mystery, Suspense",Manga,8.25,2021,Shounen,Finished,13.0,23.0,197000
Asu no Yoichi!,AIC,"Harem, Martial Arts","Comedy, Romance, Ecchi",Manga,6.72,2009,Shounen,Finished,12.0,24.0,196000
Hitoribocchi no Marumaru Seikatsu,C2C,School,"Comedy, Slice, of, Life",4-koma manga,7.48,2019,Shounen,Finished,12.0,23.0,196000
Soul Eater NOT!,Bones,Shounen,"Action, Comedy, Supernatural, Ecchi",Manga,5.89,2014,Shounen,Finished,12.0,23.0,195000
Inazuma Eleven,OLM,"Super Power, Team Sports",Sports,Game,7.66,2008,Shounen,Finished,127.0,24.0,189000
Kakkou no Iinazuke,Shin-Ei Animation,Harem,"Comedy, Romance",Manga,7.24,2022,Shounen,Airing,24.0,23.0,188000
Shinryaku! Ika Musume,Diomedéa,Shounen,"Comedy, Slice, of, Life",Manga,7.42,2010,Shounen,Finished,12.0,24.0,186000
Digimon Tamers,Toei Animation,Isekai,"Adventure, Comedy, Drama, Fantasy",Original,7.63,2001,Shounen,Finished,51.0,25.0,185000
Gintama.: Shirogane no Tamashii-hen,Bandai Namco Pictures,"Gag Humor, Historical, Parody, Samurai","Action, Comedy, Sci-Fi",Manga,8.81,2018,Shounen,Finished,12.0,24.0,184000
UQ Holder!: Mahou Sensei Negima! 2,J.C.Staff,Shounen,"Action, Fantasy, Sci-Fi",Manga,6.94,2017,Shounen,Finished,12.0,23.0,184000
D.Gray-man Hallow,TMS Entertainment,"Mythology, Super Power","Action, Adventure",Manga,7.71,2016,Shounen,Finished,13.0,24.0,179000
Gintama.: Porori-hen,Bandai Namco Pictures,"Gag Humor, Historical, Parody, Samurai","Action, Comedy, Sci-Fi",Manga,8.53,2017,Shounen,Finished,13.0,23.0,179000
Tenjou Tenge,Madhouse,"Martial Arts, School, Super Power","Action, Comedy, Ecchi",Manga,6.89,2004,Shounen,Finished,24.0,23.0,178000
Maoujou de Oyasumi,Doga Kobo,Mythology,"Comedy, Fantasy",Manga,7.99,2020,Shounen,Finished,12.0,23.0,178000
Shingeki no Kyojin: The Final Season - Kanketsu-hen,MAPPA,"Gore, Military, Survival","Action, Drama",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,178000
Ahiru no Sora,Diomedéa,"School, Team Sports",Sports,Manga,7.28,2019,Shounen,Finished,50.0,24.0,178000
Hataage! Kemono Michi,ENGI,Isekai,"Comedy, Fantasy",Manga,6.62,2019,Shounen,Finished,12.0,23.0,178000
Kimi to Boku.,J.C.Staff,"Iyashikei, School","Comedy, Drama, Romance, Slice, of, Life",Manga,7.67,2011,Shounen,Finished,13.0,24.0,174000
Gugure! Kokkuri-san,TMS Entertainment,Gag Humor,"Comedy, Supernatural",4-koma manga,7.56,2014,Shounen,Finished,12.0,24.0,173000
Saint Seiya,Toei Animation,Shounen,"Adventure, Fantasy, Sci-Fi",Manga,7.74,1986,Shounen,Finished,114.0,24.0,173000
Eyeshield 21,Gallop,Team Sports,Sports,Manga,7.92,2005,Shounen,Finished,145.0,23.0,171000
Karin,J.C.Staff,"School, Vampire","Comedy, Romance, Supernatural",Manga,7.12,2005,Shounen,Finished,24.0,23.0,170000
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Bandai Namco Pictures,"Gag Humor, Historical, Parody, Samurai","Action, Comedy, Sci-Fi",Manga,8.89,2018,Shounen,Finished,14.0,24.0,170000
Tennis no Ouji-sama,Trans Arts,School,Sports,Manga,7.87,2001,Shounen,Finished,178.0,22.0,170000
Senryuu Shoujo,Connect,School,"Comedy, Slice, of, Life",4-koma manga,7.39,2019,Shounen,Finished,12.0,12.0,170000
Dragon Ball Kai (2014),Toei Animation,"Martial Arts, Super Power","Action, Adventure, Comedy, Fantasy",Manga,7.67,2014,Shounen,Finished,61.0,23.0,168000
Busou Renkin,Xebec,School,"Action, Comedy, Fantasy, Supernatural",Manga,7.31,2006,Shounen,Finished,26.0,24.0,165000
Koi wa Sekai Seifuku no Ato de,Project No.9,Shounen,"Comedy, Romance",Manga,7.51,2022,Shounen,Finished,12.0,23.0,163000
Tokyo ESP,Xebec,Super Power,"Action, Comedy, Sci-Fi, Supernatural",Manga,6.55,2014,Shounen,Finished,12.0,24.0,163000
Nabari no Ou,J.C.Staff,Shounen,"Action, Comedy, Drama, Fantasy, Supernatural",Manga,7.27,2008,Shounen,Finished,26.0,24.0,160000
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",Project No.9,Shounen,"Comedy, Romance, Supernatural, Ecchi",Manga,6.21,2014,Shounen,Finished,12.0,23.0,160000
Joshiraku,J.C.Staff,"Gag Humor, Performing Arts","Comedy, Slice, of, Life",Manga,7.47,2012,Shounen,Finished,13.0,24.0,159000
Kannagi,A-1 Pictures,"School, Visual Arts","Comedy, Supernatural",Manga,7.29,2008,Shounen,Finished,13.0,23.0,159000
Midori no Hibi,Pierrot,Shounen,"Comedy, Drama, Romance, Ecchi",Manga,7.24,2004,Shounen,Finished,13.0,24.0,156000
Peach Boy Riverside,Asahi Production,Shounen,Fantasy,Manga,6.27,2021,Shounen,Finished,12.0,23.0,155000
Okusama ga Seitokaichou!+!,Seven,School,"Comedy, Romance, Ecchi",Manga,6.6,2016,Shounen,Finished,12.0,8.0,154000
Nurarihyon no Mago: Sennen Makyou,Studio Deen,Mythology,"Action, Supernatural",Manga,7.95,2011,Shounen,Finished,24.0,23.0,154000
Megami-ryou no Ryoubo-kun.,asread.,Harem,"Comedy, Romance, Ecchi",Manga,6.53,2021,Shounen,Finished,10.0,25.0,152000
School Rumble Ni Gakki,Studio Comet,"Gag Humor, Love Polygon, School","Comedy, Romance",Manga,7.99,2006,Shounen,Finished,26.0,24.0,152000
Aria the Animation,Hal Film Maker,Iyashikei,"Fantasy, Sci-Fi, Slice, of, Life",Manga,7.68,2005,Shounen,Finished,13.0,24.0,151000
Dagashi Kashi 2,Tezuka Productions,Romantic Subtext,"Comedy, Gourmet",Manga,6.83,2018,Shounen,Finished,12.0,12.0,151000
"Ore, Twintail ni Narimasu.",Production IMS,"Magical Sex Shift, School","Action, Comedy, Fantasy, Romance",Light novel,6.45,2014,Shounen,Finished,12.0,24.0,150000
Triage X,Xebec,Shounen,"Action, Adventure, Ecchi",Manga,6.32,2015,Shounen,Finished,10.0,23.0,148000
Bleach: Sennen Kessen-hen,Pierrot,Shounen,"Action, Adventure, Fantasy",Manga,7.35,2022,Shounen,Not Aired,13.0,24.0,147000
Denpa Kyoushi,A-1 Pictures,"Otaku Culture, School","Comedy, Romance",Manga,6.88,2015,Shounen,Finished,24.0,23.0,147000
Digimon Frontier,Toei Animation,Isekai,"Action, Adventure, Comedy, Drama, Fantasy",Original,7.15,2002,Shounen,Finished,50.0,23.0,147000
Kono Oto Tomare! Part 2,Platinum Vision,"Music, Performing Arts, School","Drama, Romance",Manga,8.43,2019,Shounen,Finished,13.0,23.0,145000
Yozakura Quartet,Nomad,Super Power,"Action, Comedy, Supernatural",Manga,6.8,2008,Shounen,Finished,12.0,24.0,145000
Karakai Jouzu no Takagi-san 3,Shin-Ei Animation,"Iyashikei, Romantic Subtext, School",Comedy,Manga,8.48,2022,Shounen,Finished,12.0,24.0,144000
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Staple Entertainment,School,"Fantasy, Ecchi",Manga,7.04,2022,Shounen,Airing,12.0,24.0,143000
Kimi no Iru Machi,Gonzo,Love Polygon,"Drama, Romance, Slice, of, Life",Manga,6.85,2013,Shounen,Finished,12.0,20.0,143000
DearS,Daume,Harem,"Comedy, Romance, Sci-Fi, Ecchi",Manga,6.57,2004,Shounen,Finished,12.0,23.0,141000
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Manglobe,Super Power,"Action, Supernatural",Original,7.49,2013,Shounen,Finished,12.0,24.0,140000
Baby Steps,Pierrot,School,Sports,Manga,7.81,2014,Shounen,Finished,25.0,24.0,139000
Girls Bravo: First Season,AIC Spirits,"Harem, Isekai, School","Comedy, Fantasy, Romance, Ecchi",Manga,6.39,2004,Shounen,Finished,11.0,23.0,139000
Gunjou no Magmell,Pierrot Plus,Super Power,"Action, Adventure, Fantasy",Manga,6.1,2019,Shounen,Finished,13.0,24.0,139000
Gin no Saji 2nd Season,A-1 Pictures,School,"Comedy, Slice, of, Life",Manga,8.28,2014,Shounen,Finished,11.0,24.0,137000
Days (TV),MAPPA,"School, Team Sports",Sports,Manga,7.17,2016,Shounen,Finished,24.0,24.0,134000
Zombie-Loan,XEBEC M2,Shounen,"Action, Horror, Supernatural",Manga,6.85,2007,Shounen,Finished,11.0,23.0,134000
Mahou Sensei Negima!,Xebec,"Harem, School, Super Power","Comedy, Fantasy, Romance, Supernatural, Ecchi",Manga,6.94,2005,Shounen,Finished,26.0,23.0,133000
Medaka Box Abnormal,Gainax,"Martial Arts, School, Super Power","Action, Comedy, Ecchi",Manga,7.41,2012,Shounen,Finished,12.0,24.0,133000
Mashiro no Oto,Shin-Ei Animation,"Music, School","Drama, Slice, of, Life",Manga,7.54,2021,Shounen,Finished,12.0,24.0,133000
Arslan Senki (TV): Fuujin Ranbu,LIDENFILMS,"Historical, Military","Action, Adventure, Drama, Fantasy, Supernatural",Manga,7.5,2016,Shounen,Finished,8.0,24.0,133000
Sakigake!! Cromartie Koukou,Production I.G,"Delinquents, Gag Humor, School",Comedy,Manga,7.91,2003,Shounen,Finished,26.0,12.0,129000
Yu☆Gi☆Oh! 5D's,Gallop,Strategy Game,Action,Manga,7.42,2008,Shounen,Finished,154.0,24.0,129000
Hikaru no Go,Pierrot,Strategy Game,"Comedy, Supernatural",Manga,8.08,2001,Shounen,Finished,75.0,23.0,128000
Sunabouzu,Gonzo,Shounen,"Action, Adventure, Comedy, Sci-Fi, Ecchi",Manga,7.39,2004,Shounen,Finished,24.0,24.0,128000
Yowamushi Pedal: Grande Road,TMS Entertainment,Shounen,Sports,Manga,8.08,2014,Shounen,Finished,24.0,23.0,128000
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,Maho Film,"Isekai, Video Game","Drama, Fantasy",Manga,6.81,2021,Shounen,Finished,12.0,23.0,127000
Dr. Stone: New World,TMS Entertainment,Time Travel,"Adventure, Comedy, Sci-Fi",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,127000
Zoku Sayonara Zetsubou Sensei,Shaft,"Gag Humor, Parody, School",Comedy,Manga,7.9,2008,Shounen,Finished,13.0,25.0,125000
Diamond no Ace: Second Season,Madhouse,"School, Team Sports",Sports,Manga,8.3,2015,Shounen,Finished,51.0,24.0,125000
Ushio to Tora (TV) 2nd Season,MAPPA,Mythology,"Action, Adventure, Comedy, Supernatural",Manga,7.91,2016,Shounen,Finished,13.0,24.0,124000
World Trigger 2nd Season,Toei Animation,School,"Action, Sci-Fi, Supernatural",Manga,8.08,2021,Shounen,Finished,12.0,23.0,124000
Fumetsu no Anata e 2nd Season,Drive,Shounen,"Adventure, Drama, Supernatural",Manga,7.35,2022,Shounen,Not Aired,13.0,24.0,121000
Hokuto no Ken,Toei Animation,Martial Arts,"Action, Drama, Sci-Fi",Manga,7.96,1984,Shounen,Finished,109.0,25.0,120000
Dokyuu Hentai HxEros,Project No.9,School,"Action, Comedy, Supernatural, Ecchi",Manga,5.75,2020,Shounen,Finished,12.0,23.0,119000
Toriko,Toei Animation,Shounen,"Action, Adventure, Comedy, Fantasy, Gourmet",Manga,7.52,2011,Shounen,Finished,147.0,23.0,119000
Katsute Kami Datta Kemono-tachi e,MAPPA,Military,"Action, Drama, Fantasy",Manga,6.4,2019,Shounen,Finished,12.0,23.0,119000
Yozakura Quartet: Hana no Uta,Tatsunoko Production,Super Power,"Action, Comedy, Supernatural",Manga,7.47,2013,Shounen,Finished,13.0,23.0,118000
Aria the Origination,Hal Film Maker,Iyashikei,"Fantasy, Sci-Fi, Slice, of, Life",Manga,8.49,2008,Shounen,Finished,13.0,24.0,118000
Shikabane Hime: Aka,feel.,Shounen,"Action, Horror, Supernatural",Manga,7.2,2008,Shounen,Finished,13.0,24.0,117000
Cross Game,SynergySP,"School, Team Sports","Drama, Romance, Sports",Manga,8.39,2009,Shounen,Finished,50.0,23.0,117000
GetBackers,Studio Deen,Super Power,"Action, Comedy, Drama, Mystery, Supernatural",Manga,7.59,2002,Shounen,Finished,49.0,24.0,116000
Konjiki no Gash Bell!!,Toei Animation,Mythology,"Adventure, Comedy, Supernatural",Manga,7.54,2003,Shounen,Finished,150.0,23.0,116000
Grappler Baki (TV),Group TAC,"Combat Sports, Gore, Martial Arts","Action, Sports",Manga,7.46,2001,Shounen,Finished,24.0,25.0,116000
Tegamibachi,Pierrot Plus,Shounen,"Adventure, Fantasy, Supernatural",Manga,7.62,2009,Shounen,Finished,25.0,20.0,115000
Runway de Waratte,Ezόla,"School, Showbiz, Visual Arts","Drama, Slice, of, Life",Manga,7.59,2020,Shounen,Finished,12.0,24.0,115000
Karakuri Circus,Studio VOLN,Shounen,"Action, Adventure, Drama, Mystery",Manga,7.13,2018,Shounen,Finished,36.0,24.0,115000
Magic Kaito 1412,A-1 Pictures,Shounen,"Adventure, Comedy, Romance",Manga,7.86,2014,Shounen,Finished,24.0,24.0,115000
Tsubasa Chronicle 2nd Season,Bee Train,Shounen,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Supernatural",Manga,7.58,2006,Shounen,Finished,26.0,25.0,113000
Senyuu.,LIDENFILMS,Parody,"Action, Comedy, Fantasy",Web manga,7.3,2013,Shounen,Finished,13.0,4.0,112000
Ueki no Housoku,Studio Deen,Super Power,"Action, Adventure, Comedy, Drama, Supernatural",Manga,7.73,2005,Shounen,Finished,51.0,23.0,111000
Suzuka,Studio Comet,Shounen,"Drama, Romance, Sports",Manga,7.19,2005,Shounen,Finished,26.0,23.0,110000
Hayate no Gotoku!!,J.C.Staff,"Harem, Parody","Action, Comedy, Romance",Manga,7.68,2009,Shounen,Finished,25.0,24.0,110000
Ichigo 100%,Madhouse,Harem,"Comedy, Romance, Ecchi",Manga,6.63,2005,Shounen,Finished,12.0,23.0,109000
Hinomaruzumou,Gonzo,"Combat Sports, Martial Arts",Sports,Manga,7.56,2018,Shounen,Finished,24.0,23.0,109000
Star Driver: Kagayaki no Takuto,Bones,Mecha,"Action, Romance",Original,7.2,2010,Shounen,Finished,25.0,25.0,108000
Soredemo Ayumu wa Yosetekuru,SILVER LINK.,"Romantic Subtext, School","Comedy, Slice, of, Life",Manga,7.25,2022,Shounen,Airing,13.0,24.0,108000
Taishou Otome Otogibanashi,SynergySP,Historical,"Comedy, Romance, Slice, of, Life",Manga,7.78,2021,Shounen,Finished,12.0,23.0,107000
Phi Brain: Kami no Puzzle,Sunrise,"High Stakes Game, Strategy Game","Action, Mystery",Original,7.18,2011,Shounen,Finished,25.0,25.0,104000
Kekkaishi,Sunrise,Mythology,"Action, Adventure, Comedy, Supernatural",Manga,7.6,2006,Shounen,Finished,52.0,24.0,104000
Kimetsu no Yaiba: Katanakaji no Sato-hen,ufotable,Historical,"Action, Fantasy",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,103000
Zan Sayonara Zetsubou Sensei,Shaft,"Gag Humor, Parody, School",Comedy,Manga,7.88,2009,Shounen,Finished,13.0,23.0,101000
Black Blood Brothers,Group TAC,Vampire,"Action, Comedy, Fantasy, Supernatural",Light novel,7.11,2006,Shounen,Finished,12.0,25.0,99000
Tonikaku Kawaii 2nd Season,Unknown,Shounen,"Comedy, Romance",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,98000
Cuticle Tantei Inaba,Zexcs,Gag Humor,"Action, Comedy, Mystery, Supernatural",Manga,7.26,2013,Shounen,Finished,12.0,23.0,97000
Nagasarete Airantou,feel.,Harem,"Comedy, Fantasy, Romance, Ecchi",Manga,7.23,2007,Shounen,Finished,26.0,24.0,96000
Hatsukoi Limited.,J.C.Staff,School,"Comedy, Romance",Manga,7.28,2009,Shounen,Finished,12.0,24.0,95000
Groove Adventure Rave,Studio Deen,Shounen,"Adventure, Comedy, Fantasy, Romance",Manga,7.22,2001,Shounen,Finished,51.0,24.0,95000
Major S1,Studio Hibari,Team Sports,"Comedy, Drama, Sports",Manga,8.23,2004,Shounen,Finished,26.0,25.0,94000
Tokyo Revengers: Seiya Kessen-hen,LIDENFILMS,"Delinquents, School","Action, Drama, Supernatural",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,93000
Blue Lock,8bit,Team Sports,Sports,Manga,7.35,2022,Shounen,Not Aired,13.0,24.0,93000
Mitsuboshi Colors,SILVER LINK.,"CGDCT, Iyashikei","Comedy, Slice, of, Life",Manga,7.42,2018,Shounen,Finished,12.0,23.0,92000
Yakitate!! Japan,Sunrise,Shounen,"Comedy, Gourmet",Manga,7.92,2004,Shounen,Finished,69.0,24.0,92000
Shinryaku!? Ika Musume,Diomedéa,Shounen,"Comedy, Slice, of, Life",Manga,7.48,2011,Shounen,Finished,12.0,24.0,92000
Erementar Gerad,Xebec,Super Power,"Adventure, Comedy, Fantasy, Romance",Manga,7.26,2005,Shounen,Finished,26.0,24.0,92000
Level E,David Production,Gag Humor,"Comedy, Sci-Fi",Manga,7.42,2011,Shounen,Finished,13.0,24.0,90000
Scrapped Princess,Bones,Mecha,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",Light novel,7.38,2003,Shounen,Finished,24.0,23.0,90000
Break Blade,Production I.G,"Adult Cast, Mecha, Military","Action, Fantasy",Manga,7.26,2014,Shounen,Finished,12.0,24.0,89000
Amanchu!,J.C.Staff,"Iyashikei, School","Comedy, Slice, of, Life",Manga,7.24,2016,Shounen,Finished,12.0,23.0,89000
World Trigger 3rd Season,Toei Animation,School,"Action, Sci-Fi, Supernatural",Manga,8.3,2021,Shounen,Finished,14.0,23.0,87000
Girls Bravo: Second Season,AIC Spirits,"Harem, Isekai, School","Comedy, Fantasy, Romance, Ecchi",Manga,6.62,2005,Shounen,Finished,13.0,23.0,87000
Bobobo-bo Bo-bobo,Toei Animation,Gag Humor,"Adventure, Comedy, Sci-Fi",Manga,7.48,2003,Shounen,Finished,76.0,25.0,87000
Val x Love,Hoods Entertainment,"Harem, School","Comedy, Romance, Supernatural, Ecchi",Manga,5.9,2019,Shounen,Finished,12.0,23.0,86000
Beelzebub-jou no Okinimesu mama.,LIDENFILMS,Mythology,"Comedy, Fantasy, Romance",4-koma manga,7.24,2018,Shounen,Finished,12.0,24.0,86000
Baby Steps 2nd Season,Pierrot,School,Sports,Manga,8.02,2015,Shounen,Finished,25.0,24.0,86000
Mushibugyou,Seven Arcs Pictures,"Historical, Martial Arts, Samurai, Super Power","Action, Fantasy, Ecchi",Manga,7.31,2013,Shounen,Finished,26.0,23.0,85000
Kyoukai no Rinne,Brain's Base,School,"Comedy, Supernatural",Manga,6.89,2015,Shounen,Finished,25.0,24.0,84000
Orient,A.C.G.T.,"Historical, Mythology, Samurai","Action, Adventure, Fantasy",Manga,6.55,2022,Shounen,Finished,12.0,23.0,84000
Kimi to Boku. 2,J.C.Staff,"Iyashikei, School","Comedy, Drama, Romance, Slice, of, Life",Manga,7.94,2012,Shounen,Finished,13.0,24.0,84000
Aiura,LIDENFILMS,"CGDCT, Iyashikei, School","Comedy, Slice, of, Life",4-koma manga,6.66,2013,Shounen,Finished,12.0,4.0,83000
Jujutsu Kaisen 2nd Season,Unknown,School,"Action, Fantasy",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,83000
Digimon Savers,Toei Animation,Shounen,"Adventure, Comedy, Drama, Fantasy",Original,6.95,2006,Shounen,Finished,48.0,23.0,82000
Vandread,Gonzo,"Mecha, Space","Action, Sci-Fi, Ecchi",Original,7.17,2000,Shounen,Finished,13.0,22.0,80000
Captain Tsubasa,Tsuchida Productions,Team Sports,"Action, Sports",Manga,7.33,1983,Shounen,Finished,128.0,24.0,79000
Ashita no Joe,Mushi Production,Combat Sports,"Action, Drama, Slice, of, Life, Sports",Manga,8.29,1970,Shounen,Finished,79.0,25.0,79000
Diamond no Ace: Act II,Madhouse,"School, Team Sports",Sports,Manga,8.26,2019,Shounen,Finished,52.0,24.0,78000
Kaibutsu Oujo,Madhouse,Vampire,"Action, Comedy, Horror, Supernatural",Manga,6.99,2007,Shounen,Finished,25.0,24.0,75000
Kiba,Madhouse,Isekai,"Adventure, Fantasy",Original,7.29,2006,Shounen,Finished,51.0,24.0,74000
Aria the Natural,Hal Film Maker,Iyashikei,"Fantasy, Sci-Fi, Slice, of, Life",Manga,8.18,2006,Shounen,Finished,26.0,24.0,74000
Shikabane Hime: Kuro,feel.,Shounen,"Action, Horror, Supernatural",Manga,7.28,2009,Shounen,Finished,12.0,24.0,73000
